Property ID,Property Name,Property Type,Sale/Rent Status,Sale Date,Rent Start Date,Sale Price,Monthly Rent Price,Agent ID,Agent Name,Buyer/Renter ID,Buyer/Renter Name,Buyer/Renter Contact Info,Sale/Rent Conditions,Commission,Closing Date,Lease End Date,Sale Method,Property Manager ID,Property Manager Name,Property Status,Mortgage Info,Open House Dates,Location
d0fa4e99-6370-4e38-bf26-4918c334e5d2,2780 Shaw Port Suite 360,House,Sold,30-03-2024,,212192.51,0,d843f70e-3ea2-4bb6-bddd-9968685f211f,Edward Vaughan,7b6b0648-d133-4183-90a1-149f059a0d59,Katherine Taylor,(942)436-9831x5665,Direct Sale,9873.56,14-11-2023,,Direct Sale,60819eee-c0cc-48f5-9ad3-1ac07d679dff,Linda Floyd,Sold,Win unit himself short bed.,15-05-2024,San Jose
854ab797-10e9-4f19-be74-8dd050282457,74233 Robert View,Condo,Cancelled,,,,,4548d520-f83d-4dcb-a84b-363a85b0ddcc,Haley Hawkins,eaa30733-154c-405c-ac9e-991bf8f5ceb1,Christina Hayes,(618)234-4587x965,Direct Sale,0,,,Agent Assisted,74046846-0abb-4f0a-8c05-1b57d6e95b35,Nicole Richardson,Cancelled,,,Phoenix
d80a9929-022a-4441-982e-286e50de4701,2518 Corey Courts,House,Rented,,04-08-2023,0,1829.45,d9eb220e-0a1d-44d1-b936-e99260bf4bc7,Victoria Campbell,31e8c00e-262a-4dd3-ac62-261662a87f4b,Diane Santos,(834)831-5107x3300,Direct Sale,1162.85,,02-03-2026,Auction,ca7e21c2-481c-4538-84aa-03ab8963a222,Kevin Smith,Rented,,,New York
09483052-af24-4818-9920-1454b4831db9,31396 Bennett Lights Apt. 834,House,Rented,,12-08-2023,0,1589.31,0b45d286-d8a0-481f-b9eb-74082d4c961a,Robert Hernandez,fc767700-4dc2-4bf4-bad7-278fe45f1c7d,Ryan Smith,(262)410-7207,Direct Sale,965.52,,12-01-2026,Agent Assisted,7b154648-e9a2-4df9-9678-83d7d4fd4129,Charles Lloyd,Rented,,,New York
7f98aa06-0f36-4d77-abfc-5a98ca019e4a,3887 Joseph Groves,Commercial,Rented,,26-09-2023,0,2457.35,49421b29-41b6-4811-8bcd-6b4fa9568497,Kyle Graham,6a8cd592-c118-4dd1-8663-9c3599bc0029,Jeffery Curtis,288-631-8893,Agent Assisted,1341.73,,01-07-2025,Direct Sale,9d2167fb-9296-451e-9a77-1e2c10dc56e1,Elizabeth Lambert,Rented,,,San Antonio
ac657ed8-72c2-4db7-9812-e62e16626bf3,7054 Campbell Ramp Suite 998,Commercial,Cancelled,,,,,1f70a170-3740-4f76-9e2c-4dc4d4883053,Derek Shepherd,8a6b1125-a459-41bf-b579-f75d487db533,Melissa Martinez,(905)490-9106x98093,Auction,0,,,Direct Sale,13386127-d163-4496-a4f6-c165badb1233,Adam Hansen,Cancelled,,,Houston
d3289d3d-01e3-46b6-8728-d7b0c15f1198,361 Gray Curve Suite 908,House,Rented,,24-07-2023,0,2385.93,69c73fb9-6174-480c-8ece-2f9a4114edfc,Phillip Martinez,41d810c7-6e1e-4742-a4ac-18797048a1f0,Patrick Mills,652-764-2618x96329,Agent Assisted,907.39,,03-03-2025,Direct Sale,7631ea6e-c5e4-48a5-a5ab-6e7074ce7e0a,Douglas Cruz,Rented,,,San Antonio
93d13866-a29c-49d4-ad86-5702ae719cc6,577 Jeremiah Highway Suite 736,House,Rented,,21-01-2023,0,1170.89,b3fa9cd5-fa79-4bfe-a525-0be7ee2514c9,Jon Nunez,45a3e01c-355d-4a29-8f08-87a421b8fa5e,Melanie Hill,383.576.6602,Auction,775.5,,20-03-2026,Agent Assisted,cb2f5e12-6071-4552-8a32-17fa47c891c9,Heather Cole,Rented,,,Phoenix
decd6e82-bded-486b-ba13-f3a99d0f417e,666 Ramsey Plains,Apartment,Cancelled,,,,,3c0113ba-af79-4889-9c98-956c55e0749d,Gregory Ferguson,d55172b8-64db-4833-903b-225bd5bc7283,John Barnes,001-402-908-6177,Auction,0,,,Agent Assisted,bdf10cdf-8298-4dda-866d-3356253206ef,Melissa Bailey,Cancelled,,,Philadelphia
cc937d11-cc53-4100-b70f-5ce220db70e1,016 Smith Curve Suite 080,Apartment,Sold,07-05-2024,,614692.55,0,525a87d1-862a-40d0-a73e-1b65faaea897,Todd Day,347d76b5-8061-4b5e-8cb3-59cc50e64e39,Fernando Hernandez,+1-374-587-6257x3483,Auction,34642.77,09-11-2023,,Auction,47cba22d-6b86-426a-92bd-972e3a45f29c,Tiffany Jackson PhD,Sold,Hour so car meet day just manage however tonight history.,08-05-2024,San Antonio
638490cc-3de8-455d-a007-a834d328a6c2,8293 Morales Inlet,Apartment,Rented,,17-05-2023,0,1105.61,c66bc3cb-3b3c-44bb-858f-10ddfc167922,Stephanie Hensley,607bb220-c729-4b84-83d6-33fac3afb7e0,Diana Wood,3867376657,Agent Assisted,467.19,,11-12-2025,Direct Sale,8f7e90c6-4a93-46c4-b808-d5807f978c1f,Ms. Crystal Carroll MD,Rented,,,Phoenix
46e84edb-bab5-46ec-b436-acecd51bcac9,8805 Ryan Coves,Apartment,Rented,,21-05-2023,0,2119.9,ce27ed66-8b17-441b-a4a3-cc9aeec47de1,Kathy Wells,8a50dc0d-a132-431b-8ada-a30b5559c61a,Penny Adams,(685)581-5617x36553,Agent Assisted,1482.72,,26-09-2025,Direct Sale,496dd888-dbc5-42b5-8f13-ff8059bec909,Tricia Rice,Rented,,,Dallas
f878575a-1fa0-405b-898b-821a4d91b682,3479 Tanya Well Apt. 023,Commercial,Pending,,,,,ff04f80c-119d-4695-8e61-157e026d60a3,Mr. Michael Romero,9902a518-1cbe-4a7e-ac63-cf8a8b54edac,Kevin Jones,884-363-5983,Direct Sale,0,,,Agent Assisted,a2c9ae41-0b60-444f-9cb0-71bbf5cb3fea,Matthew Moses,Pending,,,Dallas
a3ef0b06-188d-4c61-b6e7-3f64de15b8bb,053 Jason Stravenue Suite 466,Commercial,Rented,,21-05-2023,0,2784.51,da42aaec-e23b-4bc4-9d7a-2d26aae7e936,Joanna Thomas,1956ed15-e648-4574-835f-be816fb458b2,Bryan Summers,492.536.1717x04982,Auction,1329.26,,28-05-2025,Direct Sale,4f8095ad-e9e2-4fae-b830-58649fc1d171,Matthew Meadows,Rented,,,San Antonio
446a82e8-53f9-49ce-a2b4-f0de027d9dae,377 Jennings Court Suite 165,Condo,Cancelled,,,,,58245db9-9868-4275-b4ae-1a89c9319742,William Campbell,5bd731ca-a691-499b-8fee-ad57e2b7b208,Joseph Hamilton,(865)953-2873,Auction,0,,,Agent Assisted,48a71b73-d715-4c9a-8c31-4477a88fb4db,Christopher Brown,Cancelled,,,Dallas
518bc3fc-2925-4fb4-842f-11df1ec82a67,7913 Wang Parks,Apartment,Cancelled,,,,,ef5c7d28-d03d-4b7a-94a4-bdc093addcdc,Stacey Pena,67a51cd3-f03c-4131-94da-25f7929f27f4,Bob Smith,-8721,Auction,0,,,Direct Sale,a3be2c05-7152-4325-ace8-9e109d459e91,Taylor Sparks,Cancelled,,,San Diego
24981732-ee5a-4028-88c2-821b88bfe510,5142 Baldwin Fords Suite 574,House,Sold,07-12-2022,,592413.17,0,5185068f-8060-43e7-a0a0-22ca6fe0dd4f,Mrs. Caitlin Owens,dc122e78-b5bb-45f7-bd05-cf20e8a6db62,Renee Perry,+1-513-785-8847x6958,Auction,21759.8,08-09-2024,,Auction,e4572fbc-d25c-4197-bf87-cfdcd1582bb7,Guy Abbott,Sold,Bill way region image over shake career stuff fund challenge.,15-10-2023,Chicago
01241c87-130f-4918-b828-0b9f0ba3842e,0176 Gonzales Prairie Suite 830,House,Rented,,08-08-2023,0,1384.35,a7f1be2a-d3f9-4709-a93e-bbdfb509d03e,Kristy Martinez,34a96eff-8504-4fb8-9174-5b49df205490,Steven Castillo,001-776-506-2273,Auction,629.97,,09-04-2026,Auction,8abc1e99-32c3-4168-a412-ab32ec6961cd,Jennifer Brown,Rented,,,San Jose
b2ff7c41-66ad-43cd-aa96-a7b93c85d7dc,8281 Sawyer Meadow,House,Cancelled,,,,,dd6a0cf6-f8e4-4a9e-9c03-843d50335e22,Benjamin Smith,1b4bf6bd-065b-44dd-be1d-24877c0a80ce,Nicole Curtis,283-509-7525x6882,Auction,0,,,Agent Assisted,668f47b2-5d5e-4f6f-b1e2-00a1d1e4f7a9,Kevin West,Cancelled,,,Dallas
f35917a2-321a-4c0b-acad-1fb7e18b0d70,768 Pope Mall Apt. 591,Condo,Sold,13-07-2023,,724996.01,0,6f9a33a7-7a9f-4f7d-8814-5ed6dd287755,James Smith,6f635d04-e38f-4611-a5c6-dfdf566bc568,Jon Lee,001-808-644-8382,Auction,26940.72,12-03-2024,,Agent Assisted,accab943-5e93-4f08-8017-3401a8aa7f40,Timothy Torres,Sold,Discussion middle coach item dinner recent name minute television project.,15-09-2024,San Diego
61457294-df9e-49a7-9404-0e2fa3d73e93,82869 Christian Circles Suite 397,Condo,Sold,17-12-2022,,300437.51,0,139535d9-f454-460d-831d-71a02b11e057,Stephanie Smith,9c21430d-d4d4-48d5-8945-b41267c7c7db,Rachel Clarke,966.242.3541x84832,Direct Sale,9717.22,31-07-2024,,Direct Sale,4cc60608-f306-4072-9256-db980b888e92,David Edwards,Sold,Value few teacher quality school.,01-01-2024,Houston
e40d0bab-a510-47bf-a014-814b1e6a9747,753 Downs Radial Apt. 632,Condo,Rented,,30-09-2023,0,2872.45,8d36a094-8661-4669-8781-6a15647f2203,Caleb Mendoza,67331f59-a18e-492f-996e-0ae5fd74c467,Diana Alvarez,001-644-376-0576x633,Direct Sale,1312,,24-12-2025,Direct Sale,ac3903d5-d507-4a4d-b430-36a823f39864,Harry Gonzales PhD,Rented,,,Dallas
396b64a8-1f29-44b1-bd38-79e4443e44ca,0327 Carter Wells,House,Rented,,03-11-2022,0,1648.95,41dc1c09-56b9-4103-a68c-79fafa7c5078,Emily Sanders,2aa4196c-9747-4848-ae60-f40eb468ca8e,Christy Daniels,323.370.6182x9259,Agent Assisted,885.4,,13-02-2026,Auction,ed05414b-c203-4b52-b103-ab754a263cb3,Greg Golden,Rented,,,Dallas
2e6c9625-401f-4401-9f1f-7274013714af,926 Scott Trace Suite 794,House,Pending,,,,,5fa9594f-175f-4f73-96ea-662d263d80ed,Tyrone Glover,0d66d2b0-978f-4d1a-9fc1-0ca5ecb7694b,Briana Lewis,540.916.3216,Auction,0,,,Direct Sale,8c1bd5a5-93fb-417e-8a33-dffde7a6c048,Stephanie Barnes,Pending,,,San Jose
c47ddb04-114f-4c79-915b-907aed2af253,1418 Robert Springs Suite 116,Apartment,Rented,,10-03-2023,0,1119.59,65ffe56d-7e4c-4d9b-8b74-c7d40356337e,Patricia Gomez,ae47a6fe-acf3-4faa-b6c6-ca9305501fa4,Benjamin Wilson,607.274.3785x179,Auction,509.71,,23-01-2025,Agent Assisted,7b76fd5b-16ec-468e-ade6-d972ad44e248,Shelby Johnson,Rented,,,Dallas
5aeb4903-ea43-4aee-bb47-d77c0b78ab54,3198 Martin Row Suite 650,Condo,Cancelled,,,,,47feb78a-00e9-4429-94ef-72e0c65d8202,Sheri Beltran,9e4c9d9c-0eb0-4694-843f-36dbd8993ddd,Casey Brooks,695.728.5108x2004,Agent Assisted,0,,,Direct Sale,f3593131-3d56-465a-8d93-3a7e6b7470a9,Jon Lutz,Cancelled,,,Dallas
900eb18a-3f9a-448c-b5cd-26c0234c74c6,044 Beth Spurs,House,Rented,,01-03-2023,0,1680.59,f07b3383-3029-4ffb-9824-1645d9f2bae9,Nancy Townsend,ef08ca52-b4d9-4290-a732-0daf28ae5e6c,Christopher Mullins,441-784-8933x3920,Auction,1027,,14-07-2025,Agent Assisted,14f1514e-22d2-4448-9973-f1c45683d6f4,Sierra Martin,Rented,,,San Antonio
1b475da9-d11b-4b8c-8a31-02204f89f523,51342 Paul Bridge Suite 062,Commercial,Rented,,15-07-2023,0,2112.3,22b21166-6b7e-4cd6-a582-ad9686e77fa7,Donald Taylor,1d236842-42ee-47cb-b59a-50a3a088054a,John Mendez,343-267-8894,Auction,1420.9,,13-05-2026,Auction,b38f2bcc-cc21-4a28-b6ff-23f8c9e67e29,Garrett Chung,Rented,,,Philadelphia
7e9cd68e-5eb1-4d07-8834-0103f7ecc353,5361 Harris Drives Suite 654,Condo,Pending,,,,,5159be34-99a7-433d-bf28-68900c273f77,Gina Davis,17e2b741-d86f-4a8d-9bae-71fb0dad05af,John Perez,-6981,Agent Assisted,0,,,Auction,9bbc0e77-a253-47ef-9db6-37012c94934e,Sara Bowers,Pending,,,Phoenix
d52fd283-5d15-4b41-9a03-ac3bbb5bfce0,76463 Allison Overpass,Apartment,Sold,20-06-2024,,313506.11,0,4fad259e-22da-48bc-a546-642c8b4957ad,Melinda Clark,75e7c659-7dab-4e30-bb19-a1f6a1b13e80,William Griffin,001-284-973-5203x34611,Direct Sale,17256.53,16-08-2024,,Agent Assisted,0e87a35c-5f2e-48b3-beb7-fce77ad7eb28,Helen Jimenez,Sold,But half whole ability visit.,01-04-2024,Dallas
2ea77507-edc9-4bc8-9dc5-fabe0757b03d,46379 Bradley Crossroad,Commercial,Sold,28-10-2023,,952725.07,0,9c07d7c7-8904-4efc-90f6-6651ac49f04b,Matthew Todd,e7aed4f1-d16e-4a9d-bc20-850bf3e80ba1,Bradley Wright,9024049406,Auction,53936.48,03-11-2023,,Direct Sale,5c7b8b21-ab01-4d0c-94e9-eea52fef9fec,Dorothy Swanson,Sold,Worker health black matter network skin long central apply role.,08-04-2024,Los Angeles
a8e9c4c5-55e9-4810-97b4-caf9dc365908,64200 Sabrina Flat Suite 191,House,Sold,02-07-2023,,591857.55,0,e2f5093e-0971-4deb-8e9a-9599fb9953fd,Michelle Roberts,4a3efd97-94d3-4a9e-b4c5-cdc5af4f3613,Richard Li,001-510-932-0121x22635,Agent Assisted,23143.44,29-07-2024,,Agent Assisted,fe4590fa-33c2-4edd-82e9-2be2745df4a1,Rachael Griffin,Sold,Thing including dinner may water weight somebody own hand institution its.,15-02-2024,New York
3f66ddc5-7e1b-4048-85b6-02255f229ade,20264 Williams Row Apt. 902,Condo,Sold,02-05-2024,,598658.73,0,a04701f4-92e1-4d09-ab4e-370c3db2bda3,Ernest Carrillo,c1dfee48-3cc8-4991-88d9-a79151f3539c,Cole Rosario,-9871,Agent Assisted,19127.52,02-07-2024,,Agent Assisted,9a59d1e3-3e7b-4a70-a085-5e54b976e917,Scott Miller,Sold,Heavy by popular hand agree probably newspaper action we class.,22-10-2023,Philadelphia
95fcfedd-d68e-4a99-9ce0-7fe22f4019ef,015 Anne Groves Apt. 200,Condo,Pending,,,,,4272d890-6351-4082-93d2-01cecf277df0,Taylor Williams,4066514b-12b4-4b6c-ab10-608ae6aabc6c,Candace Nelson,(807)988-7314,Auction,0,,,Auction,4699f0da-50b4-4534-94f7-1b38d0279662,Christopher Cobb,Pending,,,Houston
afaf6ddb-6ff6-450d-96a5-48bc8212ea34,569 Allen Ferry Apt. 654,Condo,Sold,18-10-2022,,137591.35,0,b7a6ca62-8b66-45bf-9e50-2d06722933f3,Jaime Fisher,82a39bee-78fb-4ca7-a876-b9fda12202bb,Lisa Gutierrez,510-835-7973x32807,Agent Assisted,4187.7,12-06-2024,,Direct Sale,49542f85-03b4-4032-9463-75cc38bc89f9,Chris Soto,Sold,Take ready tough system choice exactly suffer head election.,20-04-2024,Los Angeles
5c7ab42b-6ecc-49c3-9d43-875d069b975d,243 Morris Hills,Commercial,Sold,19-01-2024,,592953.3,0,a301aa3d-a313-43ab-84cb-1aa28220e304,Susan Williams,c69a8d2c-da40-4fc2-8dd0-55263ae21429,Teresa Lopez,+1-896-626-8302x81885,Agent Assisted,33915.25,10-07-2024,,Direct Sale,0ad15dde-2981-4cbf-94d8-3f55c271411e,Jill Young,Sold,Describe maintain if cut themselves trade attention property dinner.,04-02-2024,San Jose
40e56403-050b-4b63-b9d8-56a86b04d882,838 Jacob Pike Apt. 637,Commercial,Pending,,,,,0f7c9362-8dab-4b63-ac84-37840801e0da,Kristin Chambers,7aef8996-38b8-46e7-a891-a1549c017664,Johnathan Collins,776.548.4151,Agent Assisted,0,,,Agent Assisted,dac6596c-1fdd-4a40-a521-6719d628a7b3,Amanda Ray,Pending,,,San Jose
bb3ebc5a-9a96-4dcb-b0a6-c562ae80be27,313 Robert Fort Suite 041,Apartment,Pending,,,,,cded2b6d-283a-4db3-9281-ce95a9c5b75f,Amber Gray,e74af2d8-4c25-49e1-9245-83c320414df5,Mary Simmons,848.643.2878,Direct Sale,0,,,Auction,020348f0-fc3f-4fb9-9058-8f90be3c3ee6,Kathleen Ross,Pending,,,San Antonio
7f79ed15-fc2b-46e8-90b2-567b3145e7a6,65044 Oliver Forks,Condo,Rented,,26-06-2023,0,2377.75,b8b42527-63d8-46b0-ae17-552985e81836,Maria Allen,4fc60bb9-769e-43bc-9480-8d4ded539bda,Angela Lewis,504.859.1950x615,Auction,1075.07,,31-03-2025,Auction,fd985c28-9b87-477e-875e-7d7ed06c88d2,James Rodriguez,Rented,,,Dallas
c1f176fb-f876-4a0f-b9d7-a9d82887555d,19788 Kane Ford,Commercial,Cancelled,,,,,2244dda7-fb85-4374-8ba5-819375a42e99,Michael Tucker,efe753ad-a0a2-4057-a0e5-3e1292acbfe3,Sara Smith,(235)473-9159,Direct Sale,0,,,Agent Assisted,52b66205-ae17-43d9-a97a-f62be6139567,Jesse Patel,Cancelled,,,New York
071e2376-21cf-4ded-a090-668064da9e45,0479 Patricia Track Apt. 629,House,Pending,,,,,78505750-2cfd-44b9-9839-d687499fd542,Jennifer West,b1a47b57-4010-4961-bb0c-374234ae9afd,Paul Osborne,379-336-4263,Auction,0,,,Auction,eaff9f0a-6c35-40ed-a649-6cbb94dab47e,Andrew Bradley,Pending,,,Chicago
b179cd05-4842-4c2b-a966-69a88243f4a9,99403 Hayes Locks Apt. 879,Apartment,Cancelled,,,,,7e76604f-1054-4430-aaea-2ec4136b3a6d,Nicole Cox,9f28598a-c271-4df7-bdbd-a3ac2838f6ad,Christopher Gonzalez,420.386.9531,Direct Sale,0,,,Auction,2724c0e0-ca89-456e-a03d-c7ac38fd8e0a,Julie White,Cancelled,,,Philadelphia
4f17b6a2-002e-4abf-8b9a-96494c93d891,2910 Christopher Shores,Condo,Cancelled,,,,,f1d152a8-4780-4a26-b4f1-5e072dfd0105,Melissa Mcbride,9fd38c68-f2f0-451a-9f45-e04e28009363,Ellen Smith,267-691-9668x63795,Agent Assisted,0,,,Direct Sale,941d9c3d-214b-4851-a297-041f95b8c9f3,Mary Jones,Cancelled,,,Houston
cfb9af23-114c-409c-b2c9-2c000a648652,993 Miranda Flat Apt. 664,Commercial,Rented,,17-09-2023,0,2223.45,bcfd43ca-5d83-480a-bcaf-aa96e49330bd,Deborah Wilson,bd2d68ca-8138-448c-b4ca-58639e118d6c,Lindsey Smith,729-345-9256x85072,Direct Sale,1429.4,,01-08-2026,Auction,c0b001f1-f080-478b-a281-26a590380c92,Theresa Jones,Rented,,,Houston
3db10124-25f8-48c2-af0b-041093077c6a,14830 Brian Mills,House,Rented,,11-08-2023,0,1925.05,ea18fd78-4ac6-4ab4-9771-5add815ee94a,Travis Singh MD,4f348f36-4ee6-4491-b0f5-f7e3b4711018,Steve Williams,(890)307-2859x176,Direct Sale,1311.97,,30-06-2025,Direct Sale,5c2299b9-d3cb-4071-a34b-ff45fbc224cd,Lisa Russell,Rented,,,Dallas
112635cf-e904-4614-8df3-9cba17268db7,63873 Jamie Road Suite 324,Condo,Rented,,16-10-2022,0,1591.28,87ca138e-4095-43b2-96c1-f33477ea6f27,Karen Peterson,005a3adb-0766-40be-a57f-09af734da728,Bobby Baker,+1-559-567-3279x855,Direct Sale,583.47,,27-02-2026,Agent Assisted,0a2ef82d-fb5a-4d21-9061-9968d1582e25,Matthew Hines,Rented,,,New York
56c4e060-1dc4-4e3a-9eff-876ec0e8b990,73247 Bush Track Apt. 010,Apartment,Rented,,30-11-2022,0,1677.8,99bf4cbc-be9c-4dc2-a876-a52abbb80e00,Andrew Rodriguez MD,2c1f7c3c-60c1-4dde-90bd-4273001636e4,Jonathan Villarreal,001-257-217-2114x0278,Agent Assisted,1075.31,,23-11-2025,Agent Assisted,f953c9a2-b3eb-4e17-a32a-34e9062c9b43,Julie Parrish,Rented,,,Los Angeles
92adb389-e9a8-4391-982a-1f5bc0735051,597 John Corners,Commercial,Pending,,,,,308e2a3b-ace3-4c09-92a2-eb713a502c07,Jeffrey Jordan,70f4db00-0a9a-4156-ba0e-fc6bb2010379,Sierra Robbins PhD,603.991.0163x33745,Auction,0,,,Direct Sale,b21c23d8-c59d-4fe6-8f58-4620643e4cf5,Mark Reynolds,Pending,,,Phoenix
65e2ed64-598a-4ca7-b404-faa2c740ae53,6879 William Mount Apt. 144,House,Sold,24-07-2023,,248038.13,0,64c5d379-ec9e-486a-b5c4-7cf9f80c3c9a,Jaime Williams,133c2974-2ffb-4aa9-af12-1f280ca2d902,Jessica Jones,209.816.0339x8412,Direct Sale,11073.37,09-04-2024,,Direct Sale,023d15e4-daa1-441a-8960-541eba9db8bc,April Williams,Sold,Everybody kid art right our treat shake finally.,15-03-2024,Phoenix
18d90ba6-0836-421a-a1f2-b13a66a9b679,2201 Sarah Causeway,Apartment,Pending,,,,,96c60748-d835-46ac-a5ae-0d545f444c81,Holly Burton,63b61595-7458-4c95-bffc-468d32a2c20c,Erica Sullivan,(580)820-2059x0204,Auction,0,,,Direct Sale,1cc2c26b-4758-4855-be03-5f341202ff08,Katherine Sanchez,Pending,,,Chicago
9eb6762e-7ca9-4d13-b847-6370551ff27b,57621 Taylor Lodge Suite 562,House,Cancelled,,,,,9bcc21d5-01ec-4618-85f1-f280376f532c,Randy Crawford,38d3bf64-ba2c-40e8-8ca0-f46d57ff05b3,Christina Ruiz,+1-813-542-9264x305,Auction,0,,,Auction,72d45fea-1adb-42f8-9518-3f7427e7021f,Jennifer Gentry,Cancelled,,,Phoenix
96caa975-cc82-45dd-b1cb-1f38363f2383,73263 Davis Lights,Commercial,Rented,,03-06-2023,0,2549.56,60022391-d2b9-41c1-9c46-29901a950fef,Jessica Smith,6ddedaa9-6922-40cc-aa8d-bd73f58914b5,Kevin Harvey,744-346-4399,Agent Assisted,1746,,21-06-2026,Agent Assisted,518ff0d9-872e-4156-b4c3-004a549b0e33,Megan Spencer,Rented,,,San Jose
7d1b12ad-db9d-41f9-b18a-889bfb1c6bd5,513 Matthew Canyon Suite 119,Commercial,Cancelled,,,,,12d3f2af-d612-4023-9ade-25b6d647852b,Tammy Lee,3558ae59-79eb-490c-938c-95c66e1b7f8b,Christina Owen,(589)751-8146x22371,Agent Assisted,0,,,Direct Sale,fe70cc60-6983-40bc-90c4-be028ee9b269,Laura Hampton,Cancelled,,,San Jose
6b953f64-3448-46db-ba40-e2a1a10bf92d,6761 Miller Pike Apt. 471,House,Cancelled,,,,,c5f1aeac-c035-45f3-b470-8fdc2cb0d0d8,Mary Jensen,35ab528b-940c-413a-8fef-22f257d3318c,David Waters,001-801-807-7071x6528,Direct Sale,0,,,Auction,139eeb22-9fe7-4e41-8948-e4eded1778b0,Monica Coleman,Cancelled,,,Dallas
3566d6e6-e126-40ec-83bb-20a1e0920d05,339 Anthony Stravenue Suite 001,Condo,Rented,,17-11-2022,0,2333.61,76b23fd5-1d85-4d51-93b2-bc39ad1dea1f,Tracy Suarez,b5bdf158-7d88-4251-a915-d53f571b9727,Kevin Bennett,(404)211-9430x0802,Agent Assisted,1003.53,,07-06-2025,Direct Sale,2b82f8fc-a73a-44c7-96cd-b1f1bb36ed3c,Kristen Lewis,Rented,,,New York
53606319-fe32-4ba5-88f1-49ae2b16b8fb,01808 Sandoval Manors Suite 717,House,Cancelled,,,,,bebb9f00-c189-45cf-a3f1-8792c5df3a5d,Amanda Cochran,cfb875bd-38d8-4e5a-a799-1eb718690c0d,Sara Rose,683-216-6653,Auction,0,,,Auction,4ad257fd-eab9-42aa-aefb-a7c062b99899,Robert Thomas,Cancelled,,,Philadelphia
0962fd3f-cdf1-422f-9509-df152ca887dc,6440 John Burgs Suite 353,Apartment,Rented,,22-10-2022,0,1729.82,e5eab672-4749-4a0b-aafd-bf7f21c54e71,Nicole Owens,79df8430-65fa-421b-9e11-fcc2b72fd950,Victoria Love,+1-269-951-4229x134,Auction,956.28,,26-11-2024,Agent Assisted,9d6d9091-e68e-4475-b18c-0d266459f4a7,Karen Richardson,Rented,,,Los Angeles
de388753-bcc9-40ed-a07a-4dc148031edd,8264 Kristen Landing Apt. 436,Commercial,Rented,,17-07-2023,0,2692.47,c17c6965-a535-4e0b-aba6-a73d3336275e,Anthony Wu,d0f3905a-71c5-4180-91b3-fc18b5b844c8,Maria Coleman,363-376-2470x98290,Direct Sale,1519.97,,21-04-2026,Auction,a58b7375-6164-4915-bafc-e545d1153b04,Randall Rivera,Rented,,,San Diego
14ebecc3-7665-4fc1-b55b-c3bd2398726b,525 Decker Fork Apt. 577,Apartment,Sold,13-07-2024,,319262.39,0,46edc35a-5e2f-44f4-bfb6-781de42a6956,David Robinson,e8383f14-4a69-4805-8503-473629510056,Amy Allen,(299)396-8780x17896,Agent Assisted,19075.2,12-09-2024,,Direct Sale,2be020c0-9685-44e3-ae92-d24ee38b1aa0,David Jimenez,Sold,Indicate citizen fine according cover natural away style treat although.,27-04-2024,San Antonio
94526df4-053f-4590-9605-39d04c91e6f6,11860 James Wells Suite 576,Commercial,Rented,,01-11-2022,0,897.43,caba36c0-53be-4b91-9689-8eb5bbc43545,Brandon Newman,b2791dbb-b9a4-4b2a-acdc-062ec4009b71,Erin Doyle,+1-574-396-4193x5275,Direct Sale,423.53,,28-02-2026,Agent Assisted,cbe84dc6-247a-4f7b-9cc3-ff7bf7dd7076,Latoya Hughes,Rented,,,San Diego
a17bcc1c-a4dc-4e6e-a0a8-07eaa4260d0e,28504 Anderson Fall,Apartment,Cancelled,,,,,b4f97674-ab44-4e63-98d6-ba8a0cf8de87,Destiny Villanueva,7c79dde0-027d-494a-9f4a-48d02a6031fc,Brianna Baker,001-707-832-3157x98823,Auction,0,,,Agent Assisted,a70a0a86-f56d-4955-bd4d-97e78ba141c6,Elizabeth Rivera,Cancelled,,,Houston
4148ac75-f8b6-4fb0-a521-2ead7e406e64,1059 Goodman Pine Apt. 675,Condo,Sold,15-05-2023,,692033.13,0,5478218d-2c47-4065-87bb-bf3fa83fdf17,Sara Munoz,8fd69e43-0a92-42a7-aa84-3129c5d81d26,Robert Parrish,+1-359-707-8064x11916,Auction,32664.84,17-02-2024,,Agent Assisted,d2c66251-db1e-46d3-9894-9ff4f6d24861,Ray Melendez,Sold,Whether near century draw time such remember ready various.,29-01-2024,Chicago
f058cbb8-f7c3-4abf-a8bb-720ef4fcb417,8659 Levy Point,Apartment,Rented,,18-12-2022,0,2868.21,43212235-ec03-4f23-abfd-eff2b1f7a87e,Kaitlyn Wilkinson,b0d3544d-0c82-4977-9d8e-870f1892d595,Brenda May,7952821116,Agent Assisted,1693.46,,01-03-2026,Direct Sale,256316a5-1e49-4d49-8304-2c3d28a3bd73,Michelle Bell,Rented,,,San Antonio
a6523753-b5af-4c66-b9df-ef1dbb9ccc9f,880 Young Bridge,Condo,Pending,,,,,8c53f11d-281b-48de-a3bd-9095cdf22ea9,Lauren Durham,6d5a61f3-cd62-4f3a-9319-57fc5b85a041,Carrie Snyder,236-801-2663,Direct Sale,0,,,Agent Assisted,b83e6b87-59e6-4c59-83c3-8f83458763ae,Justin Cobb,Pending,,,San Antonio
